antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
frozenset({'pre'}),frozenset({'VG_sum'}),1,0.748387097,0.748387097,0.748387097,1,0,1
frozenset({'VG_sum'}),frozenset({'pre'}),0.748387097,1,0.748387097,1,1,0,inf
frozenset({'PAR_max'}),frozenset({'pre'}),0.741935484,1,0.741935484,1,1,0,inf
frozenset({'pre'}),frozenset({'PAR_max'}),1,0.741935484,0.741935484,0.741935484,1,0,1
frozenset({'pre'}),frozenset({'ACD'}),1,0.709677419,0.709677419,0.709677419,1,0,1
frozenset({'ACD'}),frozenset({'pre'}),0.709677419,1,0.709677419,1,1,0,inf
frozenset({'pre'}),frozenset({'MLOC_sum'}),1,0.677419355,0.677419355,0.677419355,1,0,1
frozenset({'MLOC_sum'}),frozenset({'pre'}),0.677419355,1,0.677419355,1,1,0,inf
frozenset({'pre'}),frozenset({'NBD_max'}),1,0.670967742,0.670967742,0.670967742,1,0,1
frozenset({'NBD_max'}),frozenset({'pre'}),0.670967742,1,0.670967742,1,1,0,inf
frozenset({'pre'}),frozenset({'TLOC'}),1,0.638709677,0.638709677,0.638709677,1,0,1
frozenset({'TLOC'}),frozenset({'pre'}),0.638709677,1,0.638709677,1,1,0,inf
frozenset({'pre'}),frozenset({'VG_avg'}),1,0.638709677,0.638709677,0.638709677,1,0,1
frozenset({'VG_avg'}),frozenset({'pre'}),0.638709677,1,0.638709677,1,1,0,inf
frozenset({'VG_max'}),frozenset({'pre'}),0.606451613,1,0.606451613,1,1,0,inf
frozenset({'pre'}),frozenset({'VG_max'}),1,0.606451613,0.606451613,0.606451613,1,0,1
frozenset({'ACD'}),frozenset({'VG_sum'}),0.709677419,0.748387097,0.6,0.845454545,1.129702194,0.068886576,1.628083491
frozenset({'VG_sum'}),frozenset({'ACD'}),0.748387097,0.709677419,0.6,0.801724138,1.129702194,0.068886576,1.464235624
"frozenset({'pre', 'ACD'})",frozenset({'VG_sum'}),0.709677419,0.748387097,0.6,0.845454545,1.129702194,0.068886576,1.628083491
"frozenset({'pre', 'VG_sum'})",frozenset({'ACD'}),0.748387097,0.709677419,0.6,0.801724138,1.129702194,0.068886576,1.464235624
"frozenset({'ACD', 'VG_sum'})",frozenset({'pre'}),0.6,1,0.6,1,1,0,inf
frozenset({'pre'}),"frozenset({'ACD', 'VG_sum'})",1,0.6,0.6,0.6,1,0,1
frozenset({'ACD'}),"frozenset({'pre', 'VG_sum'})",0.709677419,0.748387097,0.6,0.845454545,1.129702194,0.068886576,1.628083491
frozenset({'VG_sum'}),"frozenset({'pre', 'ACD'})",0.748387097,0.709677419,0.6,0.801724138,1.129702194,0.068886576,1.464235624
frozenset({'PAR_max'}),frozenset({'VG_sum'}),0.741935484,0.748387097,0.580645161,0.782608696,1.045727136,0.025390219,1.157419355
frozenset({'VG_sum'}),frozenset({'PAR_max'}),0.748387097,0.741935484,0.580645161,0.775862069,1.045727136,0.025390219,1.151364764
"frozenset({'PAR_max', 'pre'})",frozenset({'VG_sum'}),0.741935484,0.748387097,0.580645161,0.782608696,1.045727136,0.025390219,1.157419355
"frozenset({'PAR_max', 'VG_sum'})",frozenset({'pre'}),0.580645161,1,0.580645161,1,1,0,inf
"frozenset({'pre', 'VG_sum'})",frozenset({'PAR_max'}),0.748387097,0.741935484,0.580645161,0.775862069,1.045727136,0.025390219,1.151364764
frozenset({'PAR_max'}),"frozenset({'pre', 'VG_sum'})",0.741935484,0.748387097,0.580645161,0.782608696,1.045727136,0.025390219,1.157419355
frozenset({'VG_sum'}),"frozenset({'PAR_max', 'pre'})",0.748387097,0.741935484,0.580645161,0.775862069,1.045727136,0.025390219,1.151364764
frozenset({'NBD_sum'}),frozenset({'pre'}),0.574193548,1,0.574193548,1,1,0,inf
frozenset({'FOUT_avg'}),frozenset({'pre'}),0.574193548,1,0.574193548,1,1,0,inf
frozenset({'PAR_avg'}),frozenset({'pre'}),0.567741935,1,0.567741935,1,1,0,inf
frozenset({'NBD_avg'}),frozenset({'pre'}),0.567741935,1,0.567741935,1,1,0,inf
frozenset({'NOM_avg'}),frozenset({'pre'}),0.541935484,1,0.541935484,1,1,0,inf
frozenset({'MLOC_avg'}),frozenset({'pre'}),0.535483871,1,0.535483871,1,1,0,inf
frozenset({'ACD'}),frozenset({'NBD_max'}),0.709677419,0.670967742,0.529032258,0.745454545,1.111013986,0.052861602,1.292626728
frozenset({'NBD_max'}),frozenset({'ACD'}),0.670967742,0.709677419,0.529032258,0.788461538,1.111013986,0.052861602,1.372434018
"frozenset({'pre', 'ACD'})",frozenset({'NBD_max'}),0.709677419,0.670967742,0.529032258,0.745454545,1.111013986,0.052861602,1.292626728
"frozenset({'pre', 'NBD_max'})",frozenset({'ACD'}),0.670967742,0.709677419,0.529032258,0.788461538,1.111013986,0.052861602,1.372434018
"frozenset({'ACD', 'NBD_max'})",frozenset({'pre'}),0.529032258,1,0.529032258,1,1,0,inf
frozenset({'ACD'}),"frozenset({'pre', 'NBD_max'})",0.709677419,0.670967742,0.529032258,0.745454545,1.111013986,0.052861602,1.292626728
frozenset({'NBD_max'}),"frozenset({'pre', 'ACD'})",0.670967742,0.709677419,0.529032258,0.788461538,1.111013986,0.052861602,1.372434018
frozenset({'VG_max'}),frozenset({'ACD'}),0.606451613,0.709677419,0.522580645,0.861702128,1.214216634,0.09219563,2.099255583
frozenset({'ACD'}),frozenset({'VG_max'}),0.709677419,0.606451613,0.522580645,0.736363636,1.214216634,0.09219563,1.492769744
frozenset({'FOUT_sum'}),frozenset({'pre'}),0.522580645,1,0.522580645,1,1,0,inf
frozenset({'TLOC'}),frozenset({'VG_sum'}),0.638709677,0.748387097,0.522580645,0.818181818,1.093260188,0.044578564,1.383870968
frozenset({'VG_sum'}),frozenset({'TLOC'}),0.748387097,0.638709677,0.522580645,0.698275862,1.093260188,0.044578564,1.197419355
frozenset({'PAR_max'}),frozenset({'ACD'}),0.741935484,0.709677419,0.522580645,0.704347826,0.992490119,-0.003954214,0.981973435
frozenset({'ACD'}),frozenset({'PAR_max'}),0.709677419,0.741935484,0.522580645,0.736363636,0.992490119,-0.003954214,0.978865406
"frozenset({'VG_max', 'pre'})",frozenset({'ACD'}),0.606451613,0.709677419,0.522580645,0.861702128,1.214216634,0.09219563,2.099255583
"frozenset({'VG_max', 'ACD'})",frozenset({'pre'}),0.522580645,1,0.522580645,1,1,0,inf
"frozenset({'pre', 'ACD'})",frozenset({'VG_max'}),0.709677419,0.606451613,0.522580645,0.736363636,1.214216634,0.09219563,1.492769744
frozenset({'VG_max'}),"frozenset({'pre', 'ACD'})",0.606451613,0.709677419,0.522580645,0.861702128,1.214216634,0.09219563,2.099255583
frozenset({'ACD'}),"frozenset({'VG_max', 'pre'})",0.709677419,0.606451613,0.522580645,0.736363636,1.214216634,0.09219563,1.492769744
"frozenset({'pre', 'VG_sum'})",frozenset({'TLOC'}),0.748387097,0.638709677,0.522580645,0.698275862,1.093260188,0.044578564,1.197419355
