support,itemsets
0.4645161290322581,frozenset({'PAR_avg'})
0.6064516129032258,frozenset({'NBD_sum'})
0.5032258064516129,frozenset({'VG_max'})
0.535483870967742,frozenset({'NOM_max'})
0.5096774193548387,frozenset({'NSF_avg'})
0.6064516129032258,frozenset({'NOM_avg'})
0.45806451612903226,frozenset({'NOF_sum'})
0.4838709677419355,frozenset({'NOF_avg'})
0.5612903225806452,frozenset({'FOUT_avg'})
0.5161290322580645,frozenset({'FOUT_sum'})
0.5935483870967742,frozenset({'VG_sum'})
0.41935483870967744,frozenset({'NSM_sum'})
0.4645161290322581,frozenset({'NSM_avg'})
0.4645161290322581,frozenset({'NSF_max'})
0.6451612903225806,frozenset({'FOUT_max'})
0.4774193548387097,frozenset({'NBD_avg'})
0.5032258064516129,frozenset({'ACD'})
0.5741935483870968,frozenset({'NSM_max'})
0.6064516129032258,frozenset({'MLOC_avg'})
0.7032258064516129,frozenset({'TLOC'})
0.45161290322580644,frozenset({'PAR_sum'})
0.6774193548387096,frozenset({'PAR_max'})
0.3935483870967742,frozenset({'NOF_max'})
0.535483870967742,frozenset({'MLOC_max'})
0.6387096774193548,frozenset({'NBD_max'})
0.9870967741935484,frozenset({'pre'})
0.4129032258064516,frozenset({'NOT'})
0.6129032258064516,frozenset({'MLOC_sum'})
0.45806451612903226,frozenset({'NSF_sum'})
0.7419354838709677,frozenset({'VG_avg'})
0.45806451612903226,frozenset({'NOM_sum'})
0.3225806451612903,frozenset({'NOI'})
0.3096774193548387,"frozenset({'PAR_avg', 'NBD_sum'})"
0.3161290322580645,"frozenset({'PAR_avg', 'NOM_max'})"
0.3096774193548387,"frozenset({'PAR_avg', 'FOUT_avg'})"
0.3161290322580645,"frozenset({'PAR_avg', 'VG_sum'})"
0.33548387096774196,"frozenset({'PAR_avg', 'FOUT_max'})"
0.36129032258064514,"frozenset({'PAR_avg', 'TLOC'})"
0.3419354838709677,"frozenset({'PAR_avg', 'PAR_max'})"
0.45806451612903226,"frozenset({'PAR_avg', 'pre'})"
0.3161290322580645,"frozenset({'PAR_avg', 'MLOC_sum'})"
0.3935483870967742,"frozenset({'PAR_avg', 'VG_avg'})"
