support,itemsets
0.6387096774193548,frozenset({'avg_cc'})
0.5806451612903226,frozenset({'moa'})
0.6258064516129033,frozenset({'noc'})
0.5225806451612903,frozenset({'mfa'})
0.5612903225806452,frozenset({'rfc'})
0.7354838709677419,frozenset({'cbo'})
0.6258064516129033,frozenset({'max_cc'})
0.5806451612903226,frozenset({'ic'})
0.6774193548387096,frozenset({'dam'})
0.567741935483871,frozenset({'cam'})
0.49032258064516127,frozenset({'lcom3'})
0.6903225806451613,frozenset({'npm'})
0.6838709677419355,frozenset({'ca'})
0.5419354838709678,frozenset({'dit'})
0.6451612903225806,frozenset({'cbm'})
0.6,frozenset({'amc'})
0.6903225806451613,frozenset({'loc'})
0.5612903225806452,frozenset({'lcom'})
0.8516129032258064,frozenset({'ce'})
0.43870967741935485,"frozenset({'avg_cc', 'moa'})"
0.4645161290322581,"frozenset({'avg_cc', 'noc'})"
0.4,"frozenset({'avg_cc', 'mfa'})"
0.4064516129032258,"frozenset({'avg_cc', 'rfc'})"
0.4967741935483871,"frozenset({'avg_cc', 'cbo'})"
0.41935483870967744,"frozenset({'avg_cc', 'max_cc'})"
0.43870967741935485,"frozenset({'avg_cc', 'ic'})"
0.4967741935483871,"frozenset({'avg_cc', 'dam'})"
0.4064516129032258,"frozenset({'avg_cc', 'cam'})"
0.3935483870967742,"frozenset({'avg_cc', 'lcom3'})"
0.4838709677419355,"frozenset({'avg_cc', 'npm'})"
0.4838709677419355,"frozenset({'avg_cc', 'ca'})"
0.38064516129032255,"frozenset({'avg_cc', 'dit'})"
0.44516129032258067,"frozenset({'avg_cc', 'cbm'})"
0.45806451612903226,"frozenset({'avg_cc', 'amc'})"
0.4645161290322581,"frozenset({'avg_cc', 'loc'})"
0.43870967741935485,"frozenset({'avg_cc', 'lcom'})"
0.567741935483871,"frozenset({'avg_cc', 'ce'})"
0.4064516129032258,"frozenset({'moa', 'noc'})"
0.36774193548387096,"frozenset({'moa', 'mfa'})"
0.38064516129032255,"frozenset({'moa', 'rfc'})"
0.43870967741935485,"frozenset({'moa', 'cbo'})"
0.4064516129032258,"frozenset({'moa', 'max_cc'})"
0.4064516129032258,"frozenset({'moa', 'ic'})"
0.43870967741935485,"frozenset({'moa', 'dam'})"
0.3741935483870968,"frozenset({'moa', 'cam'})"
0.3419354838709677,"frozenset({'moa', 'lcom3'})"
0.4645161290322581,"frozenset({'moa', 'npm'})"
0.44516129032258067,"frozenset({'moa', 'ca'})"
0.3419354838709677,"frozenset({'moa', 'dit'})"
0.4,"frozenset({'cbm', 'moa'})"
0.4064516129032258,"frozenset({'moa', 'amc'})"
