support,itemsets
0.34838709677419355,frozenset({'PAR_avg'})
0.45806451612903226,frozenset({'NBD_sum'})
0.3419354838709677,frozenset({'VG_max'})
0.4129032258064516,frozenset({'NOM_max'})
0.4838709677419355,frozenset({'NSF_avg'})
0.41935483870967744,frozenset({'NOM_avg'})
0.36129032258064514,frozenset({'NOF_sum'})
0.4064516129032258,frozenset({'FOUT_avg'})
0.3935483870967742,frozenset({'FOUT_sum'})
0.4774193548387097,frozenset({'VG_sum'})
0.34838709677419355,frozenset({'NSM_sum'})
0.33548387096774196,frozenset({'NSM_avg'})
0.3870967741935484,frozenset({'NSF_max'})
0.5225806451612903,frozenset({'FOUT_max'})
0.33548387096774196,frozenset({'NBD_avg'})
0.4838709677419355,frozenset({'ACD'})
0.33548387096774196,frozenset({'NSM_max'})
0.38064516129032255,frozenset({'MLOC_avg'})
0.5096774193548387,frozenset({'TLOC'})
0.32903225806451614,frozenset({'PAR_sum'})
0.4,frozenset({'PAR_max'})
0.36774193548387096,frozenset({'NOF_max'})
0.32903225806451614,frozenset({'MLOC_max'})
0.5032258064516129,frozenset({'NBD_max'})
0.9870967741935484,frozenset({'pre'})
0.44516129032258067,frozenset({'MLOC_sum'})
0.4258064516129032,frozenset({'NSF_sum'})
0.3225806451612903,frozenset({'VG_avg'})
0.4774193548387097,frozenset({'NOM_sum'})
0.34838709677419355,"frozenset({'PAR_avg', 'pre'})"
0.45806451612903226,"frozenset({'NBD_sum', 'pre'})"
0.33548387096774196,"frozenset({'VG_max', 'pre'})"
0.4129032258064516,"frozenset({'pre', 'NOM_max'})"
0.4838709677419355,"frozenset({'pre', 'NSF_avg'})"
0.41935483870967744,"frozenset({'pre', 'NOM_avg'})"
0.36129032258064514,"frozenset({'pre', 'NOF_sum'})"
0.4064516129032258,"frozenset({'FOUT_avg', 'pre'})"
0.3870967741935484,"frozenset({'pre', 'FOUT_sum'})"
0.4774193548387097,"frozenset({'pre', 'VG_sum'})"
0.34838709677419355,"frozenset({'pre', 'NSM_sum'})"
0.33548387096774196,"frozenset({'NSM_avg', 'pre'})"
0.3870967741935484,"frozenset({'pre', 'NSF_max'})"
0.5225806451612903,"frozenset({'pre', 'FOUT_max'})"
0.3225806451612903,"frozenset({'pre', 'NBD_avg'})"
0.3161290322580645,"frozenset({'TLOC', 'ACD'})"
0.4838709677419355,"frozenset({'pre', 'ACD'})"
0.33548387096774196,"frozenset({'NSM_max', 'pre'})"
0.38064516129032255,"frozenset({'MLOC_avg', 'pre'})"
0.5032258064516129,"frozenset({'pre', 'TLOC'})"
0.32903225806451614,"frozenset({'pre', 'PAR_sum'})"
0.3935483870967742,"frozenset({'PAR_max', 'pre'})"
0.36774193548387096,"frozenset({'pre', 'NOF_max'})"
0.32903225806451614,"frozenset({'pre', 'MLOC_max'})"
0.4967741935483871,"frozenset({'pre', 'NBD_max'})"
0.44516129032258067,"frozenset({'pre', 'MLOC_sum'})"
0.41935483870967744,"frozenset({'NSF_sum', 'pre'})"
0.3161290322580645,"frozenset({'pre', 'VG_avg'})"
0.47096774193548385,"frozenset({'pre', 'NOM_sum'})"
0.3161290322580645,"frozenset({'pre', 'ACD', 'TLOC'})"
