support,itemsets
0.4967741935483871,frozenset({'avg_cc'})
0.3548387096774194,frozenset({'noc'})
0.4967741935483871,frozenset({'mfa'})
0.32903225806451614,frozenset({'rfc'})
0.4645161290322581,frozenset({'cbo'})
0.3161290322580645,frozenset({'max_cc'})
0.33548387096774196,frozenset({'dam'})
0.7096774193548387,frozenset({'cam'})
0.7225806451612903,frozenset({'lcom3'})
0.32903225806451614,frozenset({'npm'})
0.4258064516129032,frozenset({'ca'})
0.3741935483870968,frozenset({'dit'})
0.4774193548387097,frozenset({'cbm'})
0.3096774193548387,frozenset({'amc'})
0.3935483870967742,frozenset({'loc'})
0.33548387096774196,frozenset({'ce'})
0.3161290322580645,"frozenset({'avg_cc', 'mfa'})"
0.3935483870967742,"frozenset({'avg_cc', 'cam'})"
0.4064516129032258,"frozenset({'avg_cc', 'lcom3'})"
0.3935483870967742,"frozenset({'cam', 'mfa'})"
0.36129032258064514,"frozenset({'lcom3', 'mfa'})"
0.34838709677419355,"frozenset({'cam', 'cbo'})"
0.36774193548387096,"frozenset({'lcom3', 'cbo'})"
0.535483870967742,"frozenset({'lcom3', 'cam'})"
0.32903225806451614,"frozenset({'ca', 'cam'})"
0.32903225806451614,"frozenset({'lcom3', 'ca'})"
0.3225806451612903,"frozenset({'lcom3', 'dit'})"
0.3161290322580645,"frozenset({'cbm', 'lcom3'})"
0.3161290322580645,"frozenset({'avg_cc', 'lcom3', 'cam'})"
