support,itemsets
0.567741935483871,frozenset({'dam'})
0.6774193548387096,frozenset({'avg_cc'})
0.8129032258064516,frozenset({'cbo'})
0.5870967741935483,frozenset({'lcom'})
0.6516129032258065,frozenset({'max_cc'})
0.6774193548387096,frozenset({'lcom3'})
0.5612903225806452,frozenset({'noc'})
0.8774193548387097,frozenset({'ce'})
0.6258064516129033,frozenset({'amc'})
0.6258064516129033,frozenset({'rfc'})
0.6967741935483871,frozenset({'npm'})
0.6129032258064516,frozenset({'cbm'})
0.6580645161290323,frozenset({'ic'})
0.5419354838709678,frozenset({'moa'})
0.6258064516129033,frozenset({'dit'})
0.6903225806451613,frozenset({'cam'})
0.6258064516129033,frozenset({'mfa'})
0.7096774193548387,frozenset({'ca'})
0.6774193548387096,frozenset({'loc'})
0.5032258064516129,"frozenset({'avg_cc', 'dam'})"
0.5419354838709678,"frozenset({'dam', 'cbo'})"
0.45161290322580644,"frozenset({'dam', 'lcom'})"
0.4645161290322581,"frozenset({'dam', 'max_cc'})"
0.4838709677419355,"frozenset({'lcom3', 'dam'})"
0.45161290322580644,"frozenset({'noc', 'dam'})"
0.5419354838709678,"frozenset({'ce', 'dam'})"
0.44516129032258067,"frozenset({'amc', 'dam'})"
0.45806451612903226,"frozenset({'dam', 'rfc'})"
0.4967741935483871,"frozenset({'npm', 'dam'})"
0.45161290322580644,"frozenset({'cbm', 'dam'})"
0.45161290322580644,"frozenset({'dam', 'ic'})"
0.432258064516129,"frozenset({'moa', 'dam'})"
0.4838709677419355,"frozenset({'dam', 'dit'})"
0.4774193548387097,"frozenset({'dam', 'cam'})"
0.47096774193548385,"frozenset({'mfa', 'dam'})"
0.5032258064516129,"frozenset({'dam', 'ca'})"
0.49032258064516127,"frozenset({'loc', 'dam'})"
0.5741935483870968,"frozenset({'avg_cc', 'cbo'})"
0.5419354838709678,"frozenset({'avg_cc', 'lcom'})"
0.5483870967741935,"frozenset({'avg_cc', 'max_cc'})"
0.5612903225806452,"frozenset({'avg_cc', 'lcom3'})"
0.49032258064516127,"frozenset({'noc', 'avg_cc'})"
0.6580645161290323,"frozenset({'ce', 'avg_cc'})"
0.5161290322580645,"frozenset({'amc', 'avg_cc'})"
0.5032258064516129,"frozenset({'avg_cc', 'rfc'})"
0.5806451612903226,"frozenset({'avg_cc', 'npm'})"
0.5032258064516129,"frozenset({'avg_cc', 'cbm'})"
0.5161290322580645,"frozenset({'avg_cc', 'ic'})"
0.45161290322580644,"frozenset({'avg_cc', 'moa'})"
0.5419354838709678,"frozenset({'avg_cc', 'dit'})"
0.5419354838709678,"frozenset({'avg_cc', 'cam'})"
0.5225806451612903,"frozenset({'mfa', 'avg_cc'})"
0.567741935483871,"frozenset({'avg_cc', 'ca'})"
0.5612903225806452,"frozenset({'avg_cc', 'loc'})"
0.535483870967742,"frozenset({'cbo', 'lcom'})"
0.5806451612903226,"frozenset({'cbo', 'max_cc'})"
0.6064516129032258,"frozenset({'lcom3', 'cbo'})"
0.5161290322580645,"frozenset({'noc', 'cbo'})"
0.7161290322580646,"frozenset({'ce', 'cbo'})"
0.5483870967741935,"frozenset({'amc', 'cbo'})"
0.6,"frozenset({'cbo', 'rfc'})"
0.6064516129032258,"frozenset({'npm', 'cbo'})"
0.5483870967741935,"frozenset({'cbm', 'cbo'})"
0.567741935483871,"frozenset({'cbo', 'ic'})"
0.5225806451612903,"frozenset({'moa', 'cbo'})"
0.5806451612903226,"frozenset({'dit', 'cbo'})"
